player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,YPR1,Rec Yards1,Y/RR1,YAC/R1,aDOT1,CTPRR1,UCTPRR1,Drop Rate1,CC%1,Wide%1,Slot%1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,YPR2,Rec Yards2,Y/RR2,YAC/R2,aDOT2,CTPRR2,UCTPRR2,Drop Rate2,CC%2,Wide%2,Slot%2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,YPR3,Rec Yards3,Y/RR3,YAC/R3,aDOT3,CTPRR3,UCTPRR3,Drop Rate3,CC%3,Wide%3,Slot%3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,YPR4,Rec Yards4,Y/RR4,YAC/R4,aDOT4,CTPRR4,UCTPRR4,Drop Rate4,CC%4,Wide%4,Slot%4,birthday_parsed,birthdate_source_url
DeMarco Sampson,WR,7.0,1985-12-19,23.7,2005.0,19.7,0.036,0.027,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,22.7,0.051,0.038,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,23.7,-0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,23.7,0.295,0.224,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1985-12-19,https://www.pro-football-reference.com/players/S/SampDe00.htm
DeSean Jackson,WR,2.0,1986-12-01,18.75,2005.0,18.75,0.01,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,18.75,0.289,0.173,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,19.75,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,19.75,0.341,0.205,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1986-12-01,https://www.pro-football-reference.com/players/J/JackDe00.htm
DeVante Parker,WR,1.0,1993-01-20,20.61,2011.0,18.61,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,19.61,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,20.61,0.29,0.247,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2014.0,21.61,0.25,0.237,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1993-01-20,https://www.pro-football-reference.com/players/P/ParkDe01.htm
DeVeren Johnson,WR,6.0,1978-09-21,35.95,2012.0,33.95,0.015,0.011,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,34.95,0.037,0.026,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,34.95,0.05,0.035,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2014.0,35.95,0.432,0.303,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1978-09-21,
DeVier Posey,WR,3.0,1990-03-15,19.47,2008.0,18.47,0.059,0.059,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,19.47,0.004,0.004,0.035,0.035,0.0,0.0,,,,,,,,,,,,,,,2009.0,19.47,0.394,0.394,0.035,0.035,0.0,0.0,,,,,,,,,,,,,,,2010.0,20.47,0.259,0.259,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1990-03-15,https://www.pro-football-reference.com/players/P/PoseDe00.htm
DeVonta Smith,WR,1.0,1998-11-14,20.8,2017.0,18.8,0.083,0.083,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,19.8,0.129,0.129,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,20.8,0.284,0.284,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,21.8,0.013,0.013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1998-11-14,https://www.pro-football-reference.com/players/S/SmitDe07.htm
Dede Westbrook,WR,4.0,1993-11-21,22.78,2015.0,21.78,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2015.0,21.78,0.145,0.138,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,22.78,0.012,0.012,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,22.78,0.382,0.363,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1993-11-21,https://www.pro-football-reference.com/players/W/WestDe00.htm
Deebo Samuel,WR,2.0,1996-01-15,20.63,2015.0,19.63,0.062,0.062,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,20.63,0.268,0.268,0.048,0.048,0.0,0.0,,,,,,,,,,,,,,,2016.0,20.63,0.183,0.183,0.048,0.048,0.0,0.0,,,,,,,,,,,,,,,2017.0,21.63,0.128,0.128,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1996-01-15,https://www.pro-football-reference.com/players/S/SamuDe00.htm
Deion Branch,WR,2.0,1979-07-18,21.13,2000.0,21.13,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,21.13,0.347,0.243,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,22.12,0.386,0.27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,22.12,0.004,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1979-07-18,https://www.pro-football-reference.com/players/B/BranDe00.htm
Delanie Walker,WR,6.0,1984-08-12,,2018.0,34.05,0.026,0.022,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,35.05,0.006,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,35.05,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,36.05,0.025,0.021,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1984-08-12,https://www.pro-football-reference.com/players/W/WalkHu00.htm
Demarcus Ayers,WR,7.0,1994-07-07,,2013.0,19.15,0.034,0.029,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2014.0,20.15,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2014.0,20.15,0.112,0.095,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2015.0,21.15,0.044,0.037,0.053,0.045,0.0,0.0,,,,,,,,,,,,,,1994-07-07,https://www.pro-football-reference.com/players/A/AyerDe00.htm
Demarcus Robinson,WR,4.0,1994-09-21,,2002.0,7.95,0.013,0.009,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2003.0,8.94,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,17.95,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,18.95,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1994-09-21,https://www.pro-football-reference.com/players/R/RobiDe01.htm
Demario Douglas,WR,6.0,2000-12-08,,2019.0,18.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,19.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,19.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,20.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2000-12-08,https://www.pro-football-reference.com/players/D/DougDe00.htm
Demaryius Thomas,WR,1.0,1987-12-25,19.69,2007.0,19.69,0.316,0.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,19.69,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,20.69,0.543,0.516,0.009,0.008,0.0,0.0,,,,,,,,,,,,,,,2008.0,20.69,0.011,0.011,0.009,0.008,0.0,0.0,,,,,,,,,,,,,,1987-12-25,https://www.pro-football-reference.com/players/T/ThomDe03.htm
Demetrius Byrd,WR,7.0,1986-06-30,21.17,2007.0,21.17,0.219,0.219,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,22.17,0.193,0.193,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-06-30,https://en.wikipedia.org/wiki/Demetrius_Byrd
Demetrius Williams,WR,4.0,1983-03-28,20.43,2002.0,19.43,0.012,0.007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2003.0,20.43,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2003.0,20.43,0.309,0.185,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2004.0,21.43,0.159,0.095,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1983-03-28,https://www.pro-football-reference.com/players/W/WillDe03.htm
Denard Robinson,WR,5.0,1990-09-22,18.94,2009.0,18.94,0.24,0.24,0.106,0.106,0.0,0.0,,,,,,,,,,,,,,,2010.0,19.94,0.566,0.566,0.786,0.786,0.0,0.0,,,,,,,,,,,,,,,2011.0,20.94,0.611,0.611,0.912,0.912,0.0,0.0,,,,,,,,,,,,,,,2012.0,21.94,0.006,0.006,0.48,0.48,0.0,0.0,,,,,,,,,,,,,,1990-09-22,https://www.pro-football-reference.com/players/R/RobiDe00.htm
Denarius Moore,WR,5.0,1988-12-09,19.73,2007.0,18.73,0.029,0.029,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,19.73,0.202,0.202,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,20.73,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,20.73,0.217,0.217,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1988-12-09,https://www.pro-football-reference.com/players/M/MoorDe02.htm
Dennis Northcutt,WR,2.0,1977-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-12-22,https://www.pro-football-reference.com/players/N/NortDe00.htm
Denzel Mims,WR,2.0,1997-10-10,19.89,2016.0,18.89,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,19.89,0.331,0.315,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,19.89,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,20.89,0.287,0.273,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1997-10-10,https://www.pro-football-reference.com/players/M/MimsDe00.htm
Deon Butler,WR,3.0,1986-01-04,19.66,2005.0,19.66,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,19.66,0.388,0.388,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,20.66,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,20.66,0.206,0.206,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1986-01-04,https://www.pro-football-reference.com/players/B/ButlDe00.htm
Deon Cain,WR,6.0,1996-08-09,21.06,2015.0,19.06,-0.001,-0.001,0.004,0.004,0.0,0.0,,,,,,,,,,,,,,,2015.0,19.06,0.138,0.131,0.004,0.004,0.0,0.0,,,,,,,,,,,,,,,2016.0,20.06,0.172,0.164,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,21.06,0.288,0.273,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1996-08-09,https://www.pro-football-reference.com/players/C/CainDe00.htm
Derek Abney,WR,7.0,1980-12-19,20.7,2000.0,19.7,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,19.7,0.135,0.135,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,20.7,0.253,0.253,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,21.7,0.203,0.203,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1980-12-19,https://en.wikipedia.org/wiki/Derek_Abney
Derek Hagan,WR,3.0,1984-09-21,18.94,2002.0,17.94,0.048,0.029,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2003.0,18.94,0.343,0.206,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2004.0,19.95,0.307,0.184,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,20.94,0.24,0.144,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1984-09-21,https://www.pro-football-reference.com/players/H/HagaDe00.htm
Derek Kinder,WR,7.0,1986-05-25,,2004.0,18.27,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,19.27,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,20.27,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,22.27,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1986-05-25,https://en.wikipedia.org/wiki/Derek_Kinder
Derek Stanley,WR,7.0,1985-08-27,,2018.0,33.01,0.007,0.007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,33.01,-0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,34.01,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,34.01,0.11,0.105,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1985-08-27,https://www.pro-football-reference.com/players/S/StanDe00.htm
Derius Davis,WR,4.0,2000-09-11,,2018.0,17.97,0.075,0.071,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,17.97,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,18.97,0.004,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,18.97,0.031,0.029,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2000-09-11,https://www.pro-football-reference.com/players/D/DaviDe02.htm
Derrick Hamilton,WR,3.0,1981-11-30,,2001.0,19.75,0.196,0.187,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,19.75,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,20.75,0.158,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,20.75,0.095,0.091,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1981-11-30,https://www.pro-football-reference.com/players/H/HamiDe20.htm
Derrick Williams,WR,3.0,1986-07-06,,2005.0,19.16,0.104,0.104,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,19.16,0.085,0.085,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,19.16,0.005,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,20.16,0.07,0.07,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1986-07-06,https://www.pro-football-reference.com/players/W/WillDe05.htm
Desmond Kitchings,WR,7.0,1978-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-07-19,https://en.wikipedia.org/wiki/Desmond_Kitchings
Devard Darling,WR,3.0,1982-04-16,20.38,2000.0,18.38,0.018,0.017,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,20.38,0.288,0.173,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,20.38,0.022,0.013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2003.0,21.38,0.001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1982-04-16,https://www.pro-football-reference.com/players/D/DarlDe00.htm
Devaughn Vele,WR,7.0,1997-12-12,,2020.0,22.72,0.006,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,23.72,0.086,0.081,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,24.72,0.18,0.171,0.001,0.001,0.0,0.0,,,,,,,,,,,,,,,2022.0,24.72,-0.001,-0.001,0.001,0.001,0.0,0.0,,,,,,,,,,,,,,1997-12-12,https://www.pro-football-reference.com/players/V/VeleDe00.htm
Devery Henderson,WR,2.0,1982-03-26,,2000.0,18.44,0.063,0.063,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,18.44,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,19.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,19.44,0.066,0.066,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1982-03-26,https://www.pro-football-reference.com/players/H/HendDe00.htm
Devin Aromashodu,WR,7.0,1984-05-23,,2002.0,18.28,0.091,0.091,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,18.28,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2003.0,19.27,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2004.0,20.28,0.163,0.163,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1984-05-23,https://www.pro-football-reference.com/players/A/AromDe00.htm
Devin Duvernay,WR,3.0,1997-09-12,,2016.0,18.97,0.14,0.133,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,19.97,0.018,0.018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,20.97,0.147,0.14,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,20.97,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1997-09-12,https://www.pro-football-reference.com/players/D/DuveDe00.htm
Devin Fuller,WR,7.0,1994-01-24,,2012.0,18.6,0.053,0.051,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,19.6,0.021,0.02,0.025,0.024,0.0,0.0,,,,,,,,,,,,,,,2013.0,19.6,0.152,0.144,0.025,0.024,0.0,0.0,,,,,,,,,,,,,,1994-01-24,https://en.wikipedia.org/wiki/Devin_Fuller
Devin Funchess,WR,2.0,1994-05-21,19.28,2012.0,18.28,0.17,0.17,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,19.28,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,19.28,0.259,0.259,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2014.0,20.28,-0.003,-0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1994-05-21,https://www.pro-football-reference.com/players/F/FuncDe00.htm
Devin Lucien,WR,7.0,1993-06-26,,2012.0,19.18,0.024,0.023,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,20.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,20.18,0.092,0.087,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2014.0,21.18,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1993-06-26,https://en.wikipedia.org/wiki/Devin_Lucien
Devin Smith,WR,2.0,1992-03-03,19.5,2011.0,19.5,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,20.5,0.318,0.318,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,21.5,0.221,0.221,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1992-03-03,https://www.pro-football-reference.com/players/S/SmitDe04.htm
Devin Street,WR,5.0,1991-03-30,,2010.0,19.43,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2010.0,19.43,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2011.0,20.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2011.0,20.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1991-03-30,https://www.pro-football-reference.com/players/S/StreDe00.htm
Devin Thomas,WR,2.0,1986-11-15,20.79,2006.0,19.79,0.044,0.044,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,20.79,0.412,0.412,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,20.79,0.031,0.031,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,21.8,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1986-11-15,https://www.pro-football-reference.com/players/T/ThomDe02.htm
Devon Wylie,WR,4.0,1988-09-02,,2007.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1988-09-02,https://www.pro-football-reference.com/players/W/WyliDe00.htm
Devontez Walker,WR,4.0,2001-06-19,21.2,2021.0,20.2,0.042,0.029,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,21.2,0.502,0.351,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,21.2,0.035,0.025,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2023.0,22.2,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2001-06-19,https://www.pro-football-reference.com/players/W/WalkDe01.htm
Dexter Jackson,WR,2.0,1977-07-28,,2000.0,23.1,0.004,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-07-28,https://www.pro-football-reference.com/players/J/JackDe20.htm
Dexter McCluster,WR,2.0,1989-08-25,,2006.0,17.02,0.076,0.076,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,17.02,0.127,0.127,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,18.02,0.122,0.122,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,18.02,0.012,0.012,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1989-08-25,https://www.pro-football-reference.com/players/M/McClDe00.htm
Dez Bryant,WR,1.0,1988-11-04,18.82,2007.0,18.82,0.214,0.203,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,18.82,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,19.82,0.615,0.584,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,20.82,0.169,0.161,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1988-11-04,https://www.pro-football-reference.com/players/B/BryaDe01.htm
Dez Fitzpatrick,WR,4.0,1997-12-17,19.71,2017.0,19.71,0.245,0.233,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,20.71,0.233,0.222,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,21.71,0.198,0.188,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,22.71,0.23,0.219,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1997-12-17,https://www.pro-football-reference.com/players/F/FitzDe00.htm
Dez White,WR,3.0,1979-08-23,,2001.0,22.03,0.173,0.121,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,23.03,0.101,0.071,0.022,0.015,0.0,0.0,,,,,,,,,,,,,,,2002.0,23.03,0.001,0.001,0.022,0.015,0.0,0.0,,,,,,,,,,,,,,,2003.0,24.02,0.106,0.074,0.034,0.024,0.0,0.0,,,,,,,,,,,,,,1979-08-23,https://www.pro-football-reference.com/players/W/WhitDe00.htm
Dezmin Lewis,WR,7.0,1992-12-05,,2016.0,23.74,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-05,https://www.pro-football-reference.com/players/L/LewiDe02.htm
Dezmon Briscoe,WR,6.0,1989-08-31,19.0,2007.0,18.0,0.163,0.155,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,19.0,0.404,0.384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,19.0,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,20.0,0.025,0.024,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1989-08-31,https://www.pro-football-reference.com/players/B/BrisDe00.htm
Dezmon Patmon,WR,6.0,1998-08-06,,2016.0,18.07,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,19.07,0.04,0.038,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,20.07,0.148,0.141,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,21.07,0.147,0.14,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1998-08-06,https://www.pro-football-reference.com/players/P/PatmDe00.htm
Dillon Mitchell,WR,7.0,2003-10-03,13.91,2016.0,12.91,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,13.91,0.216,0.205,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,13.91,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,14.91,0.356,0.338,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2003-10-03,https://en.wikipedia.org/wiki/Dillon_Mitchell_(basketball)
Diontae Johnson,WR,3.0,1996-07-05,21.16,2015.0,19.16,0.102,0.071,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,21.16,0.395,0.277,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,21.16,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,22.16,0.253,0.177,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1996-07-05,https://www.pro-football-reference.com/players/J/JohnDi01.htm
Domenik Hixon,WR,4.0,1984-10-08,19.9,2004.0,19.9,0.334,0.234,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,20.9,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,20.9,0.335,0.234,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984-10-08,https://www.pro-football-reference.com/players/H/HixoDo00.htm
Dominic Lovett,WR,7.0,2002-11-08,19.81,2021.0,18.81,0.029,0.029,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,18.81,0.034,0.034,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,19.81,0.259,0.259,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,19.81,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2002-11-08,https://www.pro-football-reference.com/players/L/LoveDo00.htm
Dominique Edison,WR,6.0,1986-07-16,,2012.0,26.13,0.074,0.056,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-07-16,https://www.pro-football-reference.com/players/E/EdisDo00.htm
