player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,YPC1,YCO/A1,MTF/A1,Break%1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,YPC2,YCO/A2,MTF/A2,Break%2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,YPC3,YCO/A3,MTF/A3,Break%3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,YPC4,YCO/A4,MTF/A4,Break%4,birthday_parsed,birthdate_source_url
Damien Nash,RB,5.0,1982-04-14,21.38,2003.0,21.38,0.286,0.271,0.0,0.0,0.0,0.0,,,,,,,,2003.0,21.38,0.06,0.057,0.0,0.0,0.0,0.0,,,,,,,,2004.0,22.38,0.066,0.063,0.001,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1982-04-14,https://www.pro-football-reference.com/players/N/NashDa00.htm
Dan Alexander,RB,6.0,1978-03-17,22.46,2000.0,22.46,0.838,0.796,0.0,0.0,0.0,0.0,,,,,,,,2000.0,22.46,0.007,0.007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-03-17,https://www.pro-football-reference.com/players/A/AlexDa21.htm
Dan Curley,RB,5.0,1978-04-25,,2002.0,24.35,0.021,0.021,0.001,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-04-25,https://www.pro-football-reference.com/players/C/CurlDa20.htm
Dan Herron,RB,6.0,1989-03-21,19.45,2008.0,19.45,0.007,0.007,0.0,0.0,0.0,0.0,,,,,,,,2008.0,19.45,0.289,0.289,0.0,0.0,0.0,0.0,,,,,,,,2009.0,20.45,0.317,0.317,0.0,0.0,0.0,0.0,,,,,,,,2009.0,20.45,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,1989-03-21,https://www.pro-football-reference.com/players/H/HerrDa00.htm
Daniel Lasco,RB,7.0,1992-10-09,21.89,2012.0,19.9,0.06,0.057,0.0,0.0,0.0,0.0,,,,,,,,2013.0,20.9,0.085,0.081,0.0,0.0,0.0,0.0,,,,,,,,2013.0,20.9,0.01,0.009,0.0,0.0,0.0,0.0,,,,,,,,2014.0,21.89,0.297,0.282,0.0,0.0,0.0,0.0,,,,,,,1992-10-09,https://www.pro-football-reference.com/players/L/LascDa00.htm
Daniel Thomas,RB,2.0,1987-10-29,21.84,2009.0,21.84,1.097,1.042,0.084,0.08,0.0,0.0,,,,,,,,2009.0,21.84,0.063,0.06,0.084,0.08,0.0,0.0,,,,,,,,2010.0,22.84,0.934,0.887,0.054,0.051,0.0,0.0,,,,,,,,2010.0,22.84,0.037,0.035,0.054,0.051,0.0,0.0,,,,,,,1987-10-29,https://www.pro-football-reference.com/players/T/ThomDa03.htm
Danny Vitale,RB,6.0,1993-10-26,,2012.0,18.85,0.137,0.137,0.0,0.0,0.0,0.0,,,,,,,,2012.0,18.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.85,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.85,0.17,0.17,0.0,0.0,0.0,0.0,,,,,,,1993-10-26,https://www.pro-football-reference.com/players/V/VitaDa00.htm
Darius Jackson,RB,6.0,1993-12-01,,2012.0,18.75,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.75,0.118,0.083,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.75,0.006,0.004,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.75,0.119,0.084,0.0,0.0,0.0,0.0,,,,,,,1993-12-01,https://www.pro-football-reference.com/players/J/JackDa01.htm
Darrell Henderson,RB,3.0,1997-08-19,20.04,2016.0,19.04,0.134,0.114,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.04,0.074,0.063,0.0,0.0,0.0,0.0,,,,,,,,2017.0,20.04,0.052,0.044,0.0,0.0,0.0,0.0,,,,,,,,2017.0,20.04,0.248,0.211,0.0,0.0,0.0,0.0,,,,,,,1997-08-19,https://www.pro-football-reference.com/players/H/HendDa00.htm
Darren McFadden,RB,1.0,1987-08-27,18.02,2005.0,18.02,0.775,0.775,0.004,0.004,0.0,0.0,,,,,,,,2005.0,18.02,0.016,0.016,0.004,0.004,0.0,0.0,,,,,,,,2006.0,19.01,0.698,0.698,0.082,0.082,0.0,0.0,,,,,,,,2006.0,19.01,0.057,0.057,0.082,0.082,0.0,0.0,,,,,,,1987-08-27,https://www.pro-football-reference.com/players/M/McFaDa00.htm
Darren Sproles,RB,4.0,1983-06-20,19.2,2001.0,18.2,0.133,0.126,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.2,0.024,0.023,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.2,0.962,0.914,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.2,0.632,0.6,0.0,0.0,0.0,0.0,,,,,,,1983-06-20,https://www.pro-football-reference.com/players/S/SproDa00.htm
Darrynton Evans,RB,3.0,1998-07-09,20.15,2016.0,18.15,0.047,0.035,0.0,0.0,0.0,0.0,,,,,,,,2016.0,18.15,0.007,0.006,0.0,0.0,0.0,0.0,,,,,,,,2018.0,20.15,0.036,0.027,0.0,0.0,0.0,0.0,,,,,,,,2018.0,20.15,0.369,0.281,0.0,0.0,0.0,0.0,,,,,,,1998-07-09,https://www.pro-football-reference.com/players/E/EvanDa02.htm
Darwin Thompson,RB,6.0,1997-02-12,21.55,2018.0,21.55,0.077,0.059,0.0,0.0,0.0,0.0,,,,,,,,2018.0,21.55,0.355,0.27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-12,https://www.pro-football-reference.com/players/T/ThomDa06.htm
Daryl Richardson,RB,7.0,1990-04-12,,2016.0,26.39,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,,2017.0,27.39,0.044,0.033,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-04-12,https://www.pro-football-reference.com/players/R/RichDa00.htm
David Cobb,RB,5.0,1993-06-03,20.25,2011.0,18.25,0.016,0.016,0.0,0.0,0.0,0.0,,,,,,,,2012.0,19.25,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2012.0,19.25,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,2013.0,20.25,0.604,0.604,0.0,0.0,0.0,0.0,,,,,,,1993-06-03,https://www.pro-football-reference.com/players/C/CobbDa00.htm
David Johnson,RB,3.0,1987-08-26,,2005.0,18.02,0.004,0.003,0.062,0.044,0.0,0.0,,,,,,,,2006.0,19.02,0.12,0.091,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.02,0.033,0.023,0.062,0.043,0.0,0.0,,,,,,,,2007.0,20.02,0.135,0.103,0.0,0.0,0.0,0.0,,,,,,,1987-08-26,https://www.pro-football-reference.com/players/J/JohnDa05.htm
David Kirtman,RB,5.0,1983-02-12,,2003.0,20.55,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.55,0.004,0.002,0.0,0.0,0.0,0.0,,,,,,,,2004.0,21.55,0.037,0.022,0.0,0.0,0.0,0.0,,,,,,,,2005.0,22.55,0.019,0.011,0.0,0.0,0.0,0.0,,,,,,,1983-02-12,https://www.pro-football-reference.com/players/K/KirtDa00.htm
David Montgomery,RB,3.0,1997-06-07,20.24,2016.0,19.24,0.138,0.131,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.24,0.021,0.02,0.0,0.0,0.0,0.0,,,,,,,,2017.0,20.24,0.042,0.04,0.0,0.0,0.0,0.0,,,,,,,,2017.0,20.24,0.365,0.347,0.0,0.0,0.0,0.0,,,,,,,1997-06-07,https://www.pro-football-reference.com/players/M/MontDa01.htm
David Williams,RB,7.0,1994-06-17,,2002.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.21,0.071,0.071,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.21,0.013,0.013,0.0,0.0,0.0,0.0,,,,,,,,2015.0,21.21,0.06,0.06,0.0,0.0,0.0,0.0,,,,,,,1994-06-17,https://www.pro-football-reference.com/players/W/WillDa011.htm
David Wilson,RB,1.0,1991-06-15,18.21,2009.0,18.21,0.213,0.202,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.21,0.213,0.202,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.21,0.124,0.118,0.0,0.0,0.0,0.0,,,,,,,,2011.0,20.21,0.044,0.042,0.0,0.0,0.0,0.0,,,,,,,1991-06-15,https://www.pro-football-reference.com/players/W/WilsDa01.htm
De'Angelo Henderson,RB,6.0,1992-11-24,,2022.0,29.77,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,2024.0,31.77,0.013,0.013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-24,https://www.pro-football-reference.com/players/H/HendDe01.htm
De'Anthony Thomas,RB,4.0,1993-01-05,18.65,2011.0,18.65,0.212,0.201,0.0,0.0,0.0,0.0,,,,,,,,2011.0,18.65,0.185,0.176,0.0,0.0,0.0,0.0,,,,,,,,2012.0,19.66,0.148,0.141,0.0,0.0,0.0,0.0,,,,,,,,2012.0,19.66,0.279,0.265,0.0,0.0,0.0,0.0,,,,,,,1993-01-05,https://www.pro-football-reference.com/players/T/ThomDe05.htm
De'Von Achane,RB,3.0,2001-10-13,19.89,2020.0,18.89,0.178,0.178,0.0,0.0,0.0,0.0,,,,,,,,2020.0,18.89,0.046,0.046,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.89,0.078,0.078,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.89,0.419,0.419,0.0,0.0,0.0,0.0,,,,,,,2001-10-13,https://www.pro-football-reference.com/players/A/AchaDe00.htm
DeAndra Cobb,RB,6.0,1981-05-18,,2003.0,22.29,0.025,0.025,0.0,0.0,0.0,0.0,,,,,,,,2003.0,22.29,0.011,0.011,0.0,0.0,0.0,0.0,,,,,,,,2004.0,23.29,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1981-05-18,https://www.pro-football-reference.com/players/C/CobbDe00.htm
DeAndre Washington,RB,5.0,1993-02-22,,2011.0,18.52,0.013,0.012,0.0,0.0,0.0,0.0,,,,,,,,2011.0,18.52,0.093,0.088,0.0,0.0,0.0,0.0,,,,,,,,2013.0,20.52,0.101,0.096,0.0,0.0,0.0,0.0,,,,,,,,2013.0,20.52,0.026,0.025,0.0,0.0,0.0,0.0,,,,,,,1993-02-22,https://www.pro-football-reference.com/players/W/WashDe00.htm
DeAngelo Williams,RB,1.0,1983-04-25,19.35,2002.0,19.35,0.009,0.006,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.35,0.223,0.156,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.35,0.427,0.299,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.35,0.121,0.085,0.0,0.0,0.0,0.0,,,,,,,1983-04-25,https://www.pro-football-reference.com/players/W/WillDe02.htm
DeMarco Murray,RB,3.0,1988-02-12,19.55,2007.0,19.55,0.008,0.008,0.0,0.0,0.0,0.0,,,,,,,,2007.0,19.55,0.272,0.259,0.0,0.0,0.0,0.0,,,,,,,,2008.0,20.55,0.08,0.076,0.0,0.0,0.0,0.0,,,,,,,,2008.0,20.55,0.24,0.228,0.0,0.0,0.0,0.0,,,,,,,1988-02-12,https://www.pro-football-reference.com/players/M/MurrDe00.htm
DeShaun Foster,RB,2.0,1980-01-10,20.64,2000.0,20.64,0.399,0.24,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.64,0.046,0.028,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.64,0.065,0.039,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.64,0.693,0.416,0.0,0.0,0.0,0.0,,,,,,,1980-01-10,https://www.pro-football-reference.com/players/F/FostDe00.htm
DeShawn Wynn,RB,7.0,1983-10-09,19.9,2003.0,19.9,0.26,0.26,0.0,0.0,0.0,0.0,,,,,,,,2003.0,19.9,0.038,0.038,0.0,0.0,0.0,0.0,,,,,,,,2004.0,20.9,0.012,0.012,0.0,0.0,0.0,0.0,,,,,,,,2005.0,21.9,0.289,0.289,0.0,0.0,0.0,0.0,,,,,,,1983-10-09,https://www.pro-football-reference.com/players/W/WynnDe00.htm
DeWayne McBride,RB,7.0,2001-07-08,19.15,2020.0,19.15,0.264,0.185,0.0,0.0,0.0,0.0,,,,,,,,2021.0,20.15,0.004,0.002,0.0,0.0,0.0,0.0,,,,,,,,2021.0,20.15,0.581,0.406,0.0,0.0,0.0,0.0,,,,,,,,2022.0,21.15,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,2001-07-08,https://en.wikipedia.org/wiki/DeWayne_McBride
Dee Brown,RB,6.0,1978-05-12,,2000.0,22.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,22.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,23.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,23.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1978-05-12,https://www.pro-football-reference.com/players/B/BrowDe02.htm
DeeJay Dallas,RB,4.0,1998-09-16,19.96,2017.0,18.96,0.015,0.014,0.0,0.0,0.0,0.0,,,,,,,,2017.0,18.96,0.092,0.087,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.96,0.02,0.019,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.96,0.3,0.285,0.0,0.0,0.0,0.0,,,,,,,1998-09-16,https://www.pro-football-reference.com/players/D/DallDe00.htm
Deji Karim,RB,6.0,1986-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-11-18,https://www.pro-football-reference.com/players/K/KariDe00.htm
Delone Carter,RB,4.0,1987-06-22,,2006.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2008.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2009.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1987-06-22,https://www.pro-football-reference.com/players/C/CartDe01.htm
Demetric Felton,RB,6.0,1998-07-16,,2017.0,19.13,-0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.13,0.025,0.023,0.0,0.0,0.0,0.0,,,,,,,,2018.0,20.13,0.075,0.071,0.0,0.0,0.0,0.0,,,,,,,,2018.0,20.13,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,1998-07-16,https://www.pro-football-reference.com/players/F/FeltDe00.htm
Dennis Morris,RB,6.0,1964-01-19,,2006.0,42.62,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2007.0,43.62,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2007.0,43.62,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2008.0,44.62,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1964-01-19,https://en.wikipedia.org/wiki/Jim_Morris
Deon Anderson,RB,6.0,1983-01-27,,2002.0,19.59,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.59,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.59,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.59,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1983-01-27,https://www.pro-football-reference.com/players/A/AndeDe01.htm
Deon Dyer,RB,4.0,1977-10-02,,2000.0,22.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-10-02,https://www.pro-football-reference.com/players/D/DyerDe00.htm
Derek Watt,RB,6.0,1992-11-07,,2012.0,19.82,0.034,0.034,0.0,0.0,0.0,0.0,,,,,,,,2012.0,19.82,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2013.0,20.82,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,2013.0,20.82,0.027,0.027,0.0,0.0,0.0,0.0,,,,,,,1992-11-07,https://www.pro-football-reference.com/players/W/WattDe00.htm
Derrick Blaylock,RB,5.0,1979-08-23,,2019.0,40.02,0.146,0.146,0.0,0.0,0.0,0.0,,,,,,,,2021.0,42.03,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2022.0,43.03,0.042,0.042,0.0,0.0,0.0,0.0,,,,,,,,2023.0,44.02,0.096,0.091,0.0,0.0,0.0,0.0,,,,,,,1979-08-23,https://www.pro-football-reference.com/players/B/BlayDe00.htm
Derrick Henry,RB,2.0,1994-01-04,20.66,2013.0,19.66,0.109,0.109,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.66,0.026,0.026,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.66,0.299,0.299,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.66,0.048,0.048,0.0,0.0,0.0,0.0,,,,,,,1994-01-04,https://www.pro-football-reference.com/players/H/HenrDe00.htm
Derrick Ward,RB,7.0,1980-08-30,,2000.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-08-30,https://www.pro-football-reference.com/players/W/WardDe01.htm
Derrius Guice,RB,2.0,1997-06-21,18.2,2015.0,18.2,0.216,0.216,0.0,0.0,0.0,0.0,,,,,,,,2015.0,18.2,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.2,0.929,0.929,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.2,0.065,0.065,0.0,0.0,0.0,0.0,,,,,,,1997-06-21,https://www.pro-football-reference.com/players/G/GuicDe00.htm
Deuce McAllister,RB,1.0,1978-12-27,21.68,2000.0,21.68,0.543,0.543,0.031,0.031,0.0,0.0,,,,,,,,2000.0,21.68,0.096,0.096,0.031,0.031,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-12-27,https://www.pro-football-reference.com/players/M/McAlDe00.htm
Deuce Vaughn,RB,6.0,2001-11-02,18.83,2020.0,18.83,0.465,0.441,0.0,0.0,0.0,0.0,,,,,,,,2020.0,18.83,0.2,0.19,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.83,0.233,0.222,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.83,0.914,0.868,0.0,0.0,0.0,0.0,,,,,,,2001-11-02,https://www.pro-football-reference.com/players/V/VaugDe00.htm
Devante Mays,RB,7.0,1994-05-26,21.27,2015.0,21.27,0.395,0.3,0.0,0.0,0.0,0.0,,,,,,,,2015.0,21.27,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,2016.0,22.27,0.202,0.154,0.0,0.0,0.0,0.0,,,,,,,,2016.0,22.27,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,1994-05-26,https://www.pro-football-reference.com/players/M/MaysDe00.htm
Devin Neal,RB,6.0,2003-08-12,18.06,2021.0,18.06,0.046,0.044,0.0,0.0,0.0,0.0,,,,,,,,2021.0,18.06,0.426,0.405,0.0,0.0,0.0,0.0,,,,,,,,2022.0,19.06,0.043,0.041,0.0,0.0,0.0,0.0,,,,,,,,2022.0,19.06,0.305,0.29,0.0,0.0,0.0,0.0,,,,,,,2003-08-12,https://www.pro-football-reference.com/players/N/NealDe00.htm
Devin Singletary,RB,3.0,1997-09-03,19.0,2016.0,19.0,0.869,0.608,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.0,0.032,0.023,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.99,0.057,0.04,0.002,0.001,0.0,0.0,,,,,,,,2017.0,19.99,1.084,0.759,0.002,0.001,0.0,0.0,,,,,,,1997-09-03,https://www.pro-football-reference.com/players/S/SingDe00.htm
Devonta Freeman,RB,4.0,1992-03-15,19.46,2011.0,19.46,0.017,0.016,0.0,0.0,0.0,0.0,,,,,,,,2011.0,19.46,0.247,0.234,0.0,0.0,0.0,0.0,,,,,,,,2012.0,20.47,0.012,0.011,0.0,0.0,0.0,0.0,,,,,,,,2012.0,20.47,0.256,0.243,0.0,0.0,0.0,0.0,,,,,,,1992-03-15,https://www.pro-football-reference.com/players/F/FreeDe00.htm
Devontae Booker,RB,4.0,1992-05-27,22.26,2014.0,22.26,0.544,0.517,0.0,0.0,0.0,0.0,,,,,,,,2014.0,22.26,0.11,0.104,0.0,0.0,0.0,0.0,,,,,,,,2015.0,23.26,0.636,0.605,0.039,0.037,0.0,0.0,,,,,,,,2015.0,23.26,0.068,0.065,0.039,0.037,0.0,0.0,,,,,,,1992-05-27,https://www.pro-football-reference.com/players/B/BookDe00.htm
Dexter Williams,RB,6.0,1997-01-06,,2015.0,18.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2017.0,20.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1997-01-06,https://www.pro-football-reference.com/players/W/WillDe07.htm
Dion Lewis,RB,5.0,1990-09-27,,2009.0,18.93,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2009.0,18.93,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.93,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.93,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1990-09-27,https://www.pro-football-reference.com/players/L/LewiDi00.htm
Domanick Williams,RB,4.0,1980-10-01,,2009.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2011.0,30.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2011.0,30.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2012.0,31.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1980-10-01,https://www.pro-football-reference.com/players/D/DaviDo01.htm
Donald Brown,RB,1.0,1987-04-11,,2006.0,19.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1987-04-11,https://www.pro-football-reference.com/players/B/BrowDo00.htm
Donnel Pumphrey,RB,4.0,1994-12-06,18.74,2013.0,18.74,0.322,0.245,0.0,0.0,0.0,0.0,,,,,,,,2013.0,18.74,0.087,0.066,0.0,0.0,0.0,0.0,,,,,,,,2014.0,19.74,1.403,1.066,0.0,0.0,0.0,0.0,,,,,,,,2014.0,19.74,0.034,0.026,0.0,0.0,0.0,0.0,,,,,,,1994-12-06,https://en.wikipedia.org/wiki/Donnel_Pumphrey
Doug Chapman,RB,3.0,1977-08-22,,2016.0,39.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-08-22,https://www.pro-football-reference.com/players/C/ChapDo00.htm
Doug Martin,RB,1.0,1989-01-13,,2008.0,19.63,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2008.0,19.63,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2009.0,20.63,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2009.0,20.63,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1989-01-13,https://www.pro-football-reference.com/players/M/MartDo00.htm
Duke Johnson,RB,3.0,1993-09-23,18.94,2012.0,18.94,0.053,0.05,0.023,0.022,0.0,0.0,,,,,,,,2012.0,18.94,0.351,0.333,0.023,0.022,0.0,0.0,,,,,,,,2013.0,19.94,0.253,0.241,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.94,0.011,0.011,0.0,0.0,0.0,0.0,,,,,,,1993-09-23,https://www.pro-football-reference.com/players/J/JohnDu00.htm
Dwayne Washington,RB,7.0,1994-04-24,20.36,2013.0,19.36,0.129,0.123,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.36,0.021,0.02,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.36,0.361,0.343,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.36,0.016,0.015,0.0,0.0,0.0,0.0,,,,,,,1994-04-24,https://www.pro-football-reference.com/players/W/WashDw00.htm
Dwayne Wright,RB,4.0,1983-06-02,,2003.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2004.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2006.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1983-06-02,https://www.pro-football-reference.com/players/W/WrigDw01.htm
Dylan Laube,RB,6.0,1999-12-14,,2024.0,24.72,0.025,0.024,0.0,0.0,0.0,0.0,,,,,,,,2024.0,24.72,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-12-14,https://www.pro-football-reference.com/players/L/LaubDy00.htm
Dylan Sampson,RB,4.0,2004-09-14,18.96,2022.0,17.96,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,2022.0,17.96,0.126,0.126,0.0,0.0,0.0,0.0,,,,,,,,2023.0,18.96,0.255,0.255,0.0,0.0,0.0,0.0,,,,,,,,2023.0,18.96,0.05,0.05,0.0,0.0,0.0,0.0,,,,,,,2004-09-14,https://www.pro-football-reference.com/players/S/SampDy00.htm
Eddie Lacy,RB,2.0,1990-06-02,21.25,2010.0,20.25,0.185,0.185,0.0,0.0,0.0,0.0,,,,,,,,2010.0,20.25,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,2011.0,21.25,0.023,0.023,0.0,0.0,0.0,0.0,,,,,,,,2011.0,21.25,0.339,0.339,0.0,0.0,0.0,0.0,,,,,,,1990-06-02,https://www.pro-football-reference.com/players/L/LacyEd00.htm
Eddie Williams,RB,7.0,1987-08-22,,2005.0,18.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1987-08-22,https://www.pro-football-reference.com/players/W/WillEd00.htm
Edwin Baker,RB,7.0,1991-06-01,19.25,2009.0,18.25,0.079,0.079,0.0,0.0,0.0,0.0,,,,,,,,2009.0,18.25,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.25,0.478,0.478,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.25,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,1991-06-01,https://www.pro-football-reference.com/players/B/BakeEd01.htm
